id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
563682580937271861,"Guest house with swimming pool, wifi, parking",50286591,Nadine,,Plateau,46.77259,-71.30899,Entire home/apt,94,2,34,2022-12-04,3.47,2,346,34,308875
565177188188040736,Modern and spacious 2bdr condo 4 beds FREE parking,61411254,Ana Maria,,Saint-Sauveur,46.811649,-71.231606,Entire home/apt,189,1,20,2022-11-24,3.57,3,350,20,309007
565299551852486129,Le paradis de Rosita,445724512,Rosette,,Quartier 5-1,46.909283,-71.205017,Entire home/apt,110,1,50,2022-09-25,6.12,1,196,50,309476
566735393988565856,21/2 tout inclus ste-foy,24704224,Shany,,Cité Universitaire,46.78152,-71.29103,Entire home/apt,106,3,4,2022-06-26,0.59,1,0,4,
567980588074397575,Magnifique maison entière à Cap-Rouge,6427628,Jean Philippe,,Cap-Rouge,46.755283,-71.357742,Entire home/apt,400,2,7,2022-08-28,1.24,1,7,7,310690
568104653528031607,"The Urban Oasis⎮Old Quebec⎮Gym, AC + Indoor Parking",4986491,Guillaume,,Saint-Sauveur,46.81053,-71.23248,Entire home/apt,125,2,33,2022-11-19,5.47,1,337,33,297333
572313473752564099,Luxury 3 bedroom penthouse in Old Quebec,20072473,Claudia,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81564,-71.20279,Entire home/apt,800,31,4,2022-08-30,0.91,1,357,4,
572360266209418879,Appartement chaleureux au cœur de Québec 340,208281752,Chloe,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81051,-71.21047,Entire home/apt,120,31,48,2022-10-06,5.12,8,120,48,
572371937451322099,Loft confortable à 2 pas du chateau Frontenac 240,208281752,Chloe,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81001,-71.21108,Entire home/apt,90,31,58,2022-10-24,6.19,8,178,58,
573084770604341821,"Bienvenue à Québec. Soyez chez nous, chez vous.",28583526,Alexandre,,Cité Universitaire,46.77683,-71.30022,Entire home/apt,100,2,9,2022-10-15,1.75,1,325,9,309143
573864635593241436,Jolie studio en haute ville de Québec 440,208281752,Chloe,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81092,-71.21091,Entire home/apt,100,31,45,2022-10-04,5.00,8,37,45,
574487492066451732,[LOFT-612] High End Downtown Condo with Great View,6203733,Maxime,,Saint-Roch,46.81253,-71.22658,Entire home/apt,66,32,2,2022-11-12,0.27,1,61,2,
574805671749766987,Belle appartement Près des tout.,447800723,Zaily,,Vieux-Limoilou,46.82729,-71.23757,Entire home/apt,141,20,21,2022-08-28,2.25,2,37,21,
575278279302687515,Appartement lumineux avec stationnement gratuit,216048235,Laurence,,Saint-Sauveur,46.80838,-71.23486,Entire home/apt,75,1,55,2022-11-06,5.98,3,306,55,
575348577355256506,Appartement lumineux avec parking gratuit,216048235,Laurence,,Saint-Sauveur,46.80749,-71.23616,Entire home/apt,75,1,71,2022-11-20,7.77,3,274,71,
575353624306749576,Appartement lumineux avec cachet - parking gratuit,216048235,Laurence,,Saint-Sauveur,46.80691,-71.2368,Entire home/apt,75,1,61,2022-12-05,6.65,3,320,61,
575974499791726950,Initial | Nouveau monde | Centre-ville de Québec,19909639,Louis,,Saint-Roch,46.81259,-71.22544,Entire home/apt,102,1,24,2022-10-23,2.69,49,349,24,
577398753216972769,Loft 6 people - OLD QUEBEC - Free Parking 307549,448405270,Nicolas,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8152,-71.20777,Entire home/apt,161,2,31,2022-11-12,3.41,1,82,31,307549
577552287830600245,"Uptown Soho Style, Best Location *Month/Yearl/b",448443091,Super,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81144,-71.20786,Entire home/apt,206,2,5,2022-12-04,1.76,2,64,5,
578255812367237814,Spectacular 3 Bedroom Old Quebec Penthouse,284998802,Manoir,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81463,-71.20412,Entire home/apt,296,2,33,2022-11-22,3.72,4,330,33,
578260549894116964,Très belle grande chambre lumineuse,14357990,Jean-Pierre,,Montcalm,46.80255,-71.23766,Private room,95,2,2,2022-05-09,0.24,1,82,2,
578271160122726586,Unique and Sunny Top Floor Old Quebec Gem,284998802,Manoir,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81589,-71.2032,Entire home/apt,215,2,33,2022-10-21,3.69,4,324,33,
578808333836132907,Charmant studio en plain coeur de Québec 441,208281752,Chloe,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81211,-71.2107,Entire home/apt,100,31,39,2022-09-29,4.62,8,178,39,
578853291414013381,Old Port Luxury Condo - Best Location Year/Month/b,448751030,Super,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8126,-71.20422,Entire home/apt,131,2,13,2022-12-05,4.06,7,113,13,
578867554912975745,Old Port Luxury Condo - Best Location Year/Month/c,310071000,Vistas,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81394,-71.20429,Entire home/apt,250,2,9,2022-11-25,2.65,5,71,9,
578891852134882523,Old Port Luxury Condo - Best Location Year/Month/d,310071000,Vistas,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81286,-71.20291,Entire home/apt,196,2,12,2022-12-07,6.21,5,120,12,
579058881148938765,Chambre du 11 décembre au 16 janvier,328233907,Aroby Joel,,Quartier 4-6,46.8499,-71.25287,Private room,18,32,0,,,1,159,0,
579611679524009711,Old Port Luxury Condo - Best Location Month/Year/e,448751030,Super,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81407,-71.20306,Entire home/apt,259,2,10,2022-12-04,3.09,7,135,10,
579617340124824970,Hotel 2 Queen bed room near airport with breakfast,79567113,Michael,,L'Aéroport,46.78228,-71.36802,Private room,83,1,23,2022-11-20,2.88,7,362,23,025130
579618898390593835,Hotel room with 2 beds near airport with breakfast,79567113,Michael,,L'Aéroport,46.78175,-71.36879,Private room,83,1,11,2022-10-09,1.34,7,365,11,025130
579638904321393779,Best Location - Old Town Modern Condo Month/Year/a,310071000,Vistas,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81327,-71.21047,Entire home/apt,237,2,15,2022-12-04,4.29,5,138,15,
579650391931646342,Best Location Old Town Modern Condo - Month/Year/b,448751030,Super,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81263,-71.2115,Entire home/apt,250,2,15,2022-12-04,4.95,7,136,15,
579666425938109462,Best Location Old Town Modern Condo *Month/Year/c,310071000,Vistas,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81427,-71.21048,Entire home/apt,211,2,10,2022-12-04,3.61,5,149,10,
579676837982198023,Old Port Luxe Condo - Best Location Month/Year.A,310071000,Vistas,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81675,-71.20196,Entire home/apt,225,2,8,2022-12-06,2.31,5,149,8,
579691289021291145,Old Port Luxe Condo - Best location *Month/Year.B,448751030,Super,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81552,-71.20225,Entire home/apt,233,2,14,2022-12-02,4.88,7,154,14,
579706191850316077,PENTHOUSE - Old Port Luxe Condo *Month/Year.C,448751030,Super,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81697,-71.20354,Entire home/apt,258,2,12,2022-12-06,3.46,7,157,12,
580231710814807413,Super Appart dans Saint-Roch,449052364,Simon,,Saint-Roch,46.8128,-71.23096,Entire home/apt,65,1,62,2022-12-04,7.38,1,324,62,300449
580264162119909264,Les Immeubles Charlevoix - 760108 - CITQ 279646,34462857,Les Immeubles Charlevoix Courtier,,Saint-Jean-Baptiste,46.81332,-71.21739,Entire home/apt,169,2,28,2022-12-04,3.53,59,316,28,
581172372204094047,Knockin On Heaven's Door /ville de Québec ☆309721☆,6195183,Nadia & Yacine,,Lairet,46.8382,-71.24633,Entire home/apt,220,1,55,2022-11-13,6.37,1,167,55,CITQ 309721
581668766284020047,Initial | Originel | Centre-Ville de Québec,19909639,Louis,,Saint-Roch,46.813744,-71.225822,Entire home/apt,105,1,29,2022-10-30,3.36,49,330,29,64075
581787950546350945,3 1/2 à 10 min. du Vieux-Québec. Sous sol bungalow,62324624,Nathalie,,Vieux-Moulin,46.87355,-71.24122,Entire home/apt,75,2,21,2022-12-04,2.43,1,169,21,
582582025650233284,Condo & terrasse avec vue au coeur de Limoilou,2417944,Mathilde,,Vieux-Limoilou,46.82249,-71.22423,Entire home/apt,60,10,0,,,1,58,0,
582608558588786382,Petit appartement coquet en basse-ville,449573038,Bastien,,Saint-Roch,46.81311,-71.22993,Entire home/apt,63,1,48,2022-11-28,6.08,1,352,48,
582778357832489497,Cozy Suite #2 in the Heart of DT Quebec & QB,246684804,Thomas,,Saint-Roch,46.81436,-71.22624,Entire home/apt,85,1,54,2022-11-14,6.28,4,321,54,CITQ#56891
582778627298937784,Cozy Suite #1 in the Heart of DT Quebec with QB,246684804,Thomas,,Saint-Roch,46.81418,-71.22594,Entire home/apt,85,1,37,2022-10-13,4.42,4,354,37,CITQ#56891
582778807581073171,Cozy Suite #4 in the Heart of DT Quebec with QB,246684804,Thomas,,Saint-Roch,46.81465,-71.2251,Entire home/apt,80,1,57,2022-12-04,6.76,4,342,57,CITQ#56891
582779193808002871,Maison chaleureuse avec piscine spa et 3 chambres,36125708,Alexandre,,Quartier 5-1,46.90556,-71.21217,Entire home/apt,350,1,7,2022-08-07,1.11,4,85,7,308504
583116490538795393,Le loft  au coeur du vieux Québec 241,208281752,Chloe,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81176,-71.20943,Entire home/apt,100,31,47,2022-10-06,5.30,8,178,47,
583121599596653433,Initial | Classe S | Centre-ville de Québec + stat,19909639,Louis,,Saint-Sauveur,46.811504,-71.231346,Entire home/apt,175,1,31,2022-10-26,3.50,49,326,31,63745
583137923116984871,L'appartement chaleureux dans le vieux Québec 341,208281752,Chloe,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80999,-71.21074,Entire home/apt,90,31,41,2022-10-01,4.62,8,67,41,
583331936608993338,Appartement avec vu sur les ponts.,425501353,Moctar,,Saint-Louis,46.755077,-71.300636,Private room,50,7,8,2022-10-03,0.91,1,353,8,
583436881805071989,Luxurious penthouse with splendid view,8804134,Landry,,Saint-Roch,46.814953,-71.219566,Entire home/apt,175,2,22,2022-11-26,4.10,1,156,22,Établissement #310803
584130600420102738,"Résidence de tourisme, terrasse privée sur le toit",449910061,Mathieu,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.814728,-71.203056,Entire home/apt,800,2,0,,,2,355,0,
584575881251417646,"Penthouse, terrasse privée et vue sur le Château",449910061,Mathieu,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.814949,-71.20295,Entire home/apt,1500,1,0,,,2,360,0,
584663840819910442,Homey Quebec Bnb Full House,342268362,Christopher,,Quartier 4-6,46.84666,-71.24741,Entire home/apt,142,5,3,2022-10-15,1.18,1,51,3,
584669523507852444,Grand logement rénové à proximité Vieux-Quebec,179634287,Victoria,,Montcalm,46.80388,-71.23444,Entire home/apt,134,3,39,2022-11-28,4.45,2,215,39,
584746405653451064,Spacieux 3 chambres à 5 minutes du Vieux-Québec,160430787,Vivi,,Maizerets,46.83662,-71.22749,Entire home/apt,171,2,19,2022-11-13,3.54,3,165,19,
584749540742531532,Condo urbain au coeur de Saint-Roch/2à4 voyageurs,193766296,Simon,,Saint-Roch,46.81584,-71.22095,Entire home/apt,87,1,20,2022-11-27,2.53,11,231,20,
584869900802782023,"La Suite du Mont Bélair, Sauna panoramique!",39685056,Nancy,,Val-Bélair,46.83307,-71.44464,Entire home/apt,75,2,25,2022-11-18,3.52,1,356,25,
586028184104811265,Superbe appartement dans un bâtiment patrimonial,252661447,Danny,,Quartier 5-4,46.866203,-71.183174,Entire home/apt,150,1,46,2022-11-27,8.17,1,332,46,
586999934877658314,Confort et tranquilité au cœur de Québec,358436469,Solen,,Montcalm,46.80392,-71.22511,Entire home/apt,100,3,2,2022-05-15,0.28,2,0,2,
587714867228530157,Hotel room with breakfast two beds near airport,79567113,Michael,,L'Aéroport,46.78156,-71.36748,Private room,83,1,30,2022-10-30,3.47,7,361,30,025130
587796394521594177,Le Loup Noir - Condo au coeur du vieux Québec,450677385,François,,Saint-Jean-Baptiste,46.80875,-71.22274,Entire home/apt,88,2,21,2022-10-06,2.58,1,0,21,304694
589196793857485417,A beautiful view overlooking the old town,50689470,Gisèle,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81114,-71.20644,Entire home/apt,180,2,29,2022-11-13,4.60,1,336,29,
591250029735849539,Maison sur le bord du fleuve avec terrasse,142494428,Louise,,Cap-Rouge,46.74813,-71.34764,Entire home/apt,200,15,0,,,1,180,0,
591755685099467717,450#2 Charmant logement près du parlement,36023622,André,,Saint-Jean-Baptiste,46.81004,-71.222,Entire home/apt,30,30,2,2022-07-29,0.28,4,159,2,
591779009356275328,460 - Grand logement près du parlement,36023622,André,,Saint-Jean-Baptiste,46.80779,-71.22236,Entire home/apt,60,30,2,2022-07-31,0.37,4,251,2,
591937091716079331,Condo au centre ville,27969184,France,,Saint-Roch,46.815155,-71.230042,Entire home/apt,180,2,15,2022-10-10,2.23,1,138,15,
591951306527009572,Appartement sur la rivière dans St-Roch,123094379,Marianne,,Vieux-Limoilou,46.82012,-71.22112,Entire home/apt,180,4,0,,,1,253,0,
592190933888841276,Le Bonaparte + parking,41655499,Alexandre,,Saint-Roch,46.814911,-71.2196936,Entire home/apt,150,2,33,2022-12-03,6.73,2,195,33,
593637439183763892,"Belle lofts tranquille pour tes vacances, travail",447800723,Zaily,,Vieux-Limoilou,46.82742,-71.23703,Entire home/apt,103,2,19,2022-09-09,3.28,2,285,19,
594026010086049953,"(3-405) Appartement 1 chambre, sofa lit - terrasse privée",178686276,Sandra,,Saint-Roch,46.81284,-71.23054,Entire home/apt,121,1,2,2022-04-09,0.24,7,353,2,
594340653943981639,MYSA - Urban retreat,295476094,Francois Et Gabriell,,Maizerets,46.8382,-71.22534,Entire home/apt,399,2,34,2022-12-09,5.15,1,298,34,309057
595624600677533427,King Bed | Pet Friendly |near Old Quebec,452275037,Francis,,Vieux-Limoilou,46.82284,-71.22235,Entire home/apt,62,1,44,2022-11-13,5.57,3,201,44,
596320845659832222,Bungalow de Martine et Ghislain CITQ 311153,168176073,Ghislain,,Notre-Dame-des-Laurentides,46.905571,-71.354469,Entire home/apt,245,3,8,2022-08-24,1.54,1,111,8,
596956889223538406,Charmante maison avec spa et grand terrain,446493653,Julie,,Quartier 5-1,46.91432,-71.20202,Entire home/apt,250,1,0,,,1,0,0,
597034472514683470,Maison de ville chaleureuse avec vue sur le fleuve,14894358,Serge,,Chutes-Montmorency,46.8707,-71.17046,Entire home/apt,411,2,13,2022-09-05,1.92,1,338,13,
597107589519083914,Vieux Québec superbe condo avec terrasse,121120509,Louis,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81444,-71.20708,Entire home/apt,118,31,1,2022-05-15,0.14,1,0,1,
597610074135096275,The Surfer | Bright & renovated apartment,452668953,Ellie,,Lairet,46.83175,-71.25212,Entire home/apt,100,1,78,2022-11-20,9.75,2,63,78,309472
597726301146789681,"Maison chaleureuse avec spa et piscine, 2 rooms",36125708,Alexandre,,Quartier 5-1,46.90557,-71.21354,Private room,130,1,3,2022-11-27,0.55,4,352,3,
598415902290048414,Bel appartement avec stationnement privé.,243270570,Madeleine,,Montcalm,46.80448,-71.23453,Entire home/apt,175,1,62,2022-11-28,13.29,1,8,62,
598477368126320274,La Maison des Lofts - With fireplace & spa - MA204,452871836,St-Francois,,Saint-Roch,46.81664,-71.21773,Entire home/apt,663,2,1,2022-10-16,0.54,19,342,1,
598598410966353869,20 - Loft - Vieux-Québec - Ideal Location,452911594,Maude,,Saint-Jean-Baptiste,46.80887,-71.22331,Entire home/apt,45,31,1,2022-07-04,0.19,5,365,1,
598992913420083761,Cozy apartment in the heart of the Art District,35034527,Anny & Eric,,Montcalm,46.800972,-71.231979,Entire home/apt,100,3,18,2022-10-10,2.73,6,144,18,150916
599192436688496749,3 Beds AC | Balcony | Office | near Old Quebec,452275037,Francis,,Vieux-Limoilou,46.8231,-71.22151,Entire home/apt,83,1,24,2022-09-16,3.16,3,119,24,
599203519031976479,Sleeps 10 | Pet Friendly | near Old Quebec,452275037,Francis,,Vieux-Limoilou,46.82147,-71.22222,Entire home/apt,200,1,11,2022-09-25,1.47,3,12,11,
599344043522869952,"Chambre cosy, lit Queen, au cœur du vieux Québec",19291798,Marion,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81333,-71.21224,Private room,98,1,31,2022-11-12,4.60,1,0,31,
599749606621663497,MAGNIFIQUE CONDO DOWNTOWN QUEBEC,96692488,Simon,,Saint-Sacrement,46.80017,-71.2438,Entire home/apt,189,3,17,2022-11-27,3.70,6,124,17,
599965597208388353,"Magnifique 2ch Lebourgneuf, Gym, Piscine",453207575,Simon,,Neufchâtel-Est/Lebourgneuf,46.83906,-71.32105,Entire home/apt,143,5,4,2022-08-29,0.75,15,0,4,
600622213568114400,P205 - Lofts St-Paul,401383056,Gda-Stpaul,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81616,-71.20807,Entire home/apt,65,31,0,,,4,296,0,295195
601446708557158835,Petit appartement mal situé,453505082,Jean-Christophe,,Montcalm,46.80549,-71.22659,Entire home/apt,150,1,15,2022-06-08,1.95,1,82,15,
601469252079413682,Cachet industriel au cœur de Québec - 2 chambres,61415048,Isabelle,,Saint-Roch,46.81540298461914,-71.22191619873047,Entire home/apt,175,2,5,2022-11-28,2.14,2,292,5,
601575903774058995,Loft tout équipé à 2 pas du centre Vidéotron,64324345,Julien,,Lairet,46.82961913027848,-71.24331068247557,Entire home/apt,120,1,29,2022-12-04,5.84,1,351,29,309427
602118178970922765,Condo moderne au Centre-Ville,452728504,Anthony,,Saint-Roch,46.81537,-71.22922,Entire home/apt,131,2,32,2022-12-04,5.45,2,328,32,
602361127782107944,Grand cottage 3 chambres avec terrasse et spa,342087506,Raphael,,Saint-Louis,46.75607,-71.30194,Entire home/apt,464,2,10,2022-11-13,1.94,1,162,10,310550
603034284560776957,Hotel room 2 Queen beds near airport hot breakfast,79567113,Michael,,L'Aéroport,46.78085,-71.36817,Private room,83,1,38,2022-10-29,4.75,7,361,38,025130
603118382104824371,Condo Haut de gamme/Vieux Québec/Rabais des fêtes!,145549045,Olivier,,Saint-Roch,46.81422,-71.22082,Entire home/apt,151,2,24,2022-12-06,5.90,1,347,24,310568
604177858838273969,"The Caïman Complex, Le Bouleau + parking ext",454092985,Caïman,,Saint-Roch,46.81375,-71.21923,Entire home/apt,169,2,12,2022-12-06,2.34,22,169,12,
604275468695343146,Initial | Greenplace | Downtown Qc city,19909639,Louis,,Saint-Roch,46.8145,-71.22394,Entire home/apt,156,2,47,2022-11-27,5.95,49,125,47,
604327274669316351,"The Caïman Complex, Iris",454092985,Caïman,,Saint-Roch,46.81521,-71.21909,Entire home/apt,143,2,16,2022-11-18,3.40,22,155,16,
604344439917671388,"The Caïman Complex, Le Fleurdelisé + Parking",454092985,Caïman,,Saint-Roch,46.81428,-71.22024,Entire home/apt,169,1,6,2022-10-24,1.22,22,171,6,
604354874219881509,"The Caïman Complex, L'Olivier - 1009",454092985,Caïman,,Saint-Roch,46.81581,-71.21903,Entire home/apt,143,1,15,2022-11-20,3.15,22,163,15,
604368195199810002,"The Caïman Complex, Le Saint-Laurent + Parking",454092985,Caïman,,Saint-Roch,46.81591,-71.22,Entire home/apt,169,1,14,2022-11-13,2.86,22,171,14,
605008559785610595,Adorable appartement au cœur de Montcalm,121677576,Stephanie,,Saint-Jean-Baptiste,46.80407,-71.22317,Entire home/apt,125,2,3,2022-05-29,0.42,1,0,3,
605091400944655063,"The Caïman Complex, 506",454092985,Caïman,,Saint-Roch,46.81376,-71.22008,Entire home/apt,143,2,9,2022-10-28,2.14,22,172,9,
605627139945195424,"The Caïman Complex, Le Sophistiqué - 307 + Parking",454092985,Caïman,,Saint-Roch,46.81539,-71.21896,Entire home/apt,228,2,17,2022-12-04,3.47,22,159,17,
605629277494724318,"Complexe Le Caïman, 607 + Parking",454092985,Caïman,,Saint-Roch,46.81448,-71.22053,Entire home/apt,195,2,13,2022-11-27,2.77,22,162,13,
605631400057968858,"The Caïman Complex, 408",454092985,Caïman,,Saint-Roch,46.81462,-71.21997,Entire home/apt,130,2,11,2022-11-29,2.31,22,167,11,
605635293190033017,"The Caïman Complex, 608 + parking",454092985,Caïman,,Saint-Roch,46.81379,-71.22028,Entire home/apt,143,1,29,2022-12-09,5.96,22,157,29,
605638309093273533,"Complexe Le Caïman, 308",454092985,Caïman,,Saint-Roch,46.81393,-71.21934,Entire home/apt,143,2,16,2022-12-05,3.61,22,170,16,
605640040671200047,"The Caïman Complex, 806",454092985,Caïman,,Saint-Roch,46.81427,-71.21876,Entire home/apt,130,2,13,2022-11-13,3.00,22,170,13,
605771825684044873,4 1/2 Moderne (Rabais 25 % à 50 %) - CITQ 309980,453835000,Anne,,Saint-Roch,46.81399,-71.2189,Entire home/apt,294,3,15,2022-10-15,3.08,4,69,15,
606549240974205383,Magnifique jumelé construit en 2019!,272201732,Anthony,,Val-Bélair,46.84082,-71.41439,Entire home/apt,155,1,0,,,1,131,0,
608720701817845944,LOFT spacieux | Parking,142333473,Nathalie,,Duberger-Les Saules,46.8222,-71.28834,Entire home/apt,129,3,22,2022-10-21,4.10,1,188,22,
609195021066030226,Immense Chambre lumineuse et tranquille,136684136,Sebastien,,Cité Universitaire,46.776405,-71.270287,Private room,28,31,4,2022-11-21,0.57,2,76,4,
609407933268947102,"Condo neuf ! 1 ch fermée, Vieux-Québec rue St-Jean",206157337,André,,Saint-Jean-Baptiste,46.80874,-71.22237,Entire home/apt,69,31,2,2022-09-17,0.45,35,162,2,
609412394245024747,#657 CONDO NEUF 1 ch. fermée Vieux-Québec rue St-Jean,195649860,Claude,,Saint-Jean-Baptiste,46.81087,-71.22074,Entire home/apt,80,1,1,2022-08-31,0.29,15,292,1,
609595190743488812,Luxurious Penthouse with incredible view!,58102825,Maxime,,Saint-Louis,46.77335,-71.30013,Entire home/apt,83,90,0,,,2,0,0,
609913527126501801,La passion de Québec,130785748,Myrline,,Vieux-Moulin,46.85145,-71.23034,Private room,44,31,0,,,5,358,0,
610028542201507171,Relaxation à Québec,130785748,Myrline,,Maizerets,46.84936,-71.23096,Private room,38,31,0,,,5,365,0,
610030501613202268,Logement à 2 mins du vieux Québec,455338949,Alex,,Saint-Jean-Baptiste,46.81166,-71.21813,Entire home/apt,76,2,40,2022-11-25,7.59,1,21,40,
610865213206306761,Maison chaleureuse au centre-ville de Québec,35589386,Sandrine,,Saint-Jean-Baptiste,46.80848,-71.22437,Entire home/apt,175,5,1,2022-06-12,0.16,1,0,1,
612183443862377617,Spacious loft steps from Old Qc (equipped+WIFI),277371410,Mai Linh,,Vieux-Limoilou,46.826084,-71.222328,Entire home/apt,85,30,1,2022-10-08,0.47,1,219,1,
612807110377012863,Montcalm Townhouse,72883348,Laurence,,Montcalm,46.80342,-71.23031,Entire home/apt,76,31,2,2022-09-07,0.47,1,145,2,
612892779167313351,"Complexe Le Caïman, 1104 PH + parking",454092985,Caïman,,Saint-Roch,46.81528,-71.2186,Entire home/apt,169,1,14,2022-11-28,3.02,22,165,14,
612905080287054926,"The Caïman Complex, 1007",454092985,Caïman,,Saint-Roch,46.81553,-71.2207,Entire home/apt,143,1,5,2022-10-23,1.15,22,168,5,
612924494039578828,"The Caïman Complex, 204",454092985,Caïman,,Saint-Roch,46.81407,-71.21922,Entire home/apt,130,2,8,2022-10-24,1.85,22,175,8,
614996069443849697,Chambre d'ami à Québec,130785748,Myrline,,Vieux-Moulin,46.85068,-71.23145,Private room,28,31,0,,,5,222,0,
615647595104038391,"L’intime Bagot, Maison de ville",108591394,Jérémy,,Saint-Sauveur,46.8072,-71.23765,Entire home/apt,233,3,1,2022-08-17,0.26,1,13,1,
615764361162624728,"4 1/2 rénové, tout meublé avec terrasse et jardin",139212636,Gabrielle,,Vieux-Moulin,46.85306,-71.20288,Entire home/apt,85,4,1,2022-06-18,0.17,1,0,1,
615889481847466309,Charmant loft à Québec avec stationnement inclus,19002244,Tomas Eduard,,Saint-Sacrement,46.791424,-71.259186,Entire home/apt,103,90,0,,,1,365,0,
615948922565076480,554-2 Bel appartement bien situé,17525677,Eric,,Saint-Sauveur,46.80745,-71.2394,Entire home/apt,54,2,56,2022-12-04,7.50,5,36,56,
616115590804594092,"Maison lumineuse en Sillery, stationnement gratuit",456706012,Antoinette,,Sillery,46.76937880000001,-71.26653619999999,Entire home/apt,340,30,0,,,1,364,0,
616614273270087838,Studio with private terrace in Montcalm,193766296,Simon,,Montcalm,46.80419,-71.23335,Entire home/apt,100,31,23,2022-11-22,3.94,11,38,23,
616664863062109053,Superbe appartement 2 chambres,389543115,Kim,,Quartier 4-6,46.85014,-71.2554,Entire home/apt,95,2,25,2022-10-31,3.83,2,341,25,
617679292629894288,Superbe appartement avec cachet au Vieux-Québec!,11886075,Blaise,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81607,-71.20474,Entire home/apt,250,3,1,2022-08-29,0.29,2,24,1,
617700729548225720,Appartement adorable avec stationnement intérieur,392909714,Molka,,Plateau,46.767555,-71.30452,Entire home/apt,127,2,4,2022-08-02,0.72,1,232,4,
617846101810119153,Nouveau: Agréable maison de ville,110336394,Dominique,,Maizerets,46.845379,-71.228004,Entire home/apt,270,2,7,2022-09-04,1.30,1,352,7,310133
618054532856643550,Lovely bedroom in a cozy apartment.,266589497,Sami,,Montcalm,46.80153,-71.24371,Private room,60,1,4,2022-06-23,0.61,1,192,4,
619561880398095149,"#615 - 3 ½ Du Berger Les Saules – Rénové, climatisé + parking",195649860,Claude,,Duberger-Les Saules,46.81196,-71.31297,Entire home/apt,85,1,1,2022-08-12,0.25,15,362,1,
620110578544771173,Magnifique condo 2ch Lebourgneuf-Québec,453207575,Simon,,Neufchâtel-Est/Lebourgneuf,46.84211,-71.31011,Entire home/apt,155,5,0,,,15,0,0,
620823554211621897,cute place,284566325,Joy,,Plateau,46.77619,-71.32778,Entire home/apt,89,1,0,,,1,93,0,
620852151175880281,Appartement cozy et lumineux à Limoilou,457746893,Gary,,Lairet,46.83973,-71.24938,Entire home/apt,69,31,16,2022-11-24,2.20,1,8,16,
621632166373640270,"Ste-Foy-Québec, 3 1/2 air-clim+stationnement",206157337,André,,Duberger-Les Saules,46.81106,-71.31381,Entire home/apt,73,31,1,2022-11-27,1,35,365,1,
622808010003076677,Bright and quiet condo in beautiful neighborhood.,17915892,Joël,,Sillery,46.77564,-71.24575,Entire home/apt,149,7,0,,,1,348,0,
622982991196760741,LE PLUS CHILL 3 ET 1/2 SUR 2 ÉTAGES,24686821,Le Créatif,,Maizerets,46.83542,-71.22085,Entire home/apt,32,30,0,,,3,0,0,
622984494623235614,Grand loft au coeur de la ville de Québec,344367991,Laurie Et Benoit,,Vieux-Limoilou,46.82089,-71.2226,Entire home/apt,111,2,17,2022-11-26,3.42,1,270,17,
623090398378091104,"Magnifique condo 2 ch, 1 sdb",453207575,Simon,,Neufchâtel-Est/Lebourgneuf,46.84205,-71.31049,Entire home/apt,165,5,2,2022-10-05,0.48,15,0,2,
623906277731169876,"Magnifique condo 1 ch, 1 sdb",453207575,Simon,,Neufchâtel-Est/Lebourgneuf,46.84248,-71.30921,Entire home/apt,152,5,2,2022-10-09,0.31,15,0,2,
624110128243487002,"Caïman 208 - Parking, Près de tout et neuf!",173105311,Marie-Christine,,Saint-Roch,46.814911,-71.219696,Entire home/apt,135,2,32,2022-12-04,6.49,1,197,32,309162
